Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
4.220,-1.148,-0.923,,,,,,,,,,,,
4.230,-1.660,-0.922,,,,,,,,,,,,
4.240,-2.161,-0.921,,,,,,,,,,,,
4.250,-2.655,-0.919,,,,,,,,,,,,
4.260,-3.143,-0.918,,,,,,,,,,,,
4.270,-3.617,-0.918,,,,,,,,,,,,
4.280,-4.081,-0.918,,,,,,,,,,,,
4.290,-4.530,-0.919,,,,,,,,,,,,
4.300,-4.959,-0.918,,,,,,,,,,,,
4.310,-5.374,-0.918,,,,,,,,,,,,
4.320,-5.769,-0.918,,,,,,,,,,,,
4.330,-6.152,-0.918,,,,,,,,,,,,
4.340,-6.506,-0.917,,,,,,,,,,,,
4.350,-6.838,-0.917,,,,,,,,,,,,
4.360,-7.147,-0.916,,,,,,,,,,,,
4.370,-7.428,-0.917,,,,,,,,,,,,
4.380,-7.681,-0.917,,,,,,,,,,,,
4.390,-7.912,-0.917,,,,,,,,,,,,
4.400,-8.110,-0.916,,,,,,,,,,,,
4.410,-8.279,-0.916,,,,,,,,,,,,
4.420,-8.413,-0.917,,,,,,,,,,,,
4.430,-8.522,-0.917,,,,,,,,,,,,
4.440,-8.602,-0.917,,,,,,,,,,,,
4.450,-8.655,-0.917,,,,,,,,,,,,
4.460,-8.682,-0.917,,,,,,,,,,,,
4.470,-8.680,-0.917,,,,,,,,,,,,
4.480,-8.650,-0.918,,,,,,,,,,,,
4.490,-8.597,-0.918,,,,,,,,,,,,
4.500,-8.515,-0.917,,,,,,,,,,,,
4.510,-8.406,-0.916,,,,,,,,,,,,
4.520,-8.270,-0.917,,,,,,,,,,,,
4.530,-8.104,-0.917,,,,,,,,,,,,
4.540,-7.910,-0.918,,,,,,,,,,,,
4.550,-7.686,-0.917,,,,,,,,,,,,
4.560,-7.438,-0.917,,,,,,,,,,,,
4.570,-7.162,-0.917,,,,,,,,,,,,
4.580,-6.859,-0.918,,,,,,,,,,,,
4.590,-6.539,-0.918,,,,,,,,,,,,
4.600,-6.199,-0.918,,,,,,,,,,,,
4.610,-5.832,-0.918,,,,,,,,,,,,
4.620,-5.448,-0.918,,,,,,,,,,,,
4.630,-5.046,-0.919,,,,,,,,,,,,
4.640,-4.634,-0.919,,,,,,,,,,,,
4.650,-4.206,-0.919,,,,,,,,,,,,
4.660,-3.764,-0.920,,,,,,,,,,,,
4.670,-3.310,-0.922,,,,,,,,,,,,
4.680,-2.845,-0.924,,,,,,,,,,,,
4.690,-2.369,-0.926,,,,,,,,,,,,
4.700,-1.894,-0.927,,,,,,,,,,,,
4.710,-1.412,-0.928,,,,,,,,,,,,
4.720,-0.931,-0.929,,,,,,,,,,,,
4.730,-0.435,-0.931,,,,,,,,,,,,
4.740,0.052,-0.933,,,,,,,,,,,,
4.750,0.528,-0.933,,,,,,,,,,,,
4.760,1.005,-0.933,,,,,,,,,,,,
4.770,1.482,-0.933,,,,,,,,,,,,
4.780,1.950,-0.933,,,,,,,,,,,,
4.790,2.410,-0.934,,,,,,,,,,,,
4.800,2.858,-0.934,,,,,,,,,,,,
4.810,3.303,-0.933,,,,,,,,,,,,
4.820,3.726,-0.934,,,,,,,,,,,,
4.830,4.144,-0.935,,,,,,,,,,,,
4.840,4.552,-0.936,,,,,,,,,,,,
4.850,4.939,-0.935,,,,,,,,,,,,
4.860,5.311,-0.936,,,,,,,,,,,,
4.870,5.658,-0.937,,,,,,,,,,,,
4.880,5.988,-0.937,,,,,,,,,,,,
4.890,6.300,-0.938,,,,,,,,,,,,
4.900,6.586,-0.938,,,,,,,,,,,,
4.910,6.854,-0.937,,,,,,,,,,,,
4.920,7.100,-0.937,,,,,,,,,,,,
4.930,7.321,-0.937,,,,,,,,,,,,
4.940,7.519,-0.938,,,,,,,,,,,,
4.950,7.688,-0.938,,,,,,,,,,,,
4.960,7.835,-0.937,,,,,,,,,,,,
4.970,7.964,-0.938,,,,,,,,,,,,
4.980,8.062,-0.938,,,,,,,,,,,,
4.990,8.133,-0.938,,,,,,,,,,,,
5.000,8.169,-0.938,,,,,,,,,,,,
5.010,8.177,-0.938,,,,,,,,,,,,
5.020,8.168,-0.939,,,,,,,,,,,,
5.030,8.131,-0.939,,,,,,,,,,,,
5.040,8.061,-0.939,,,,,,,,,,,,
5.050,7.965,-0.939,,,,,,,,,,,,
5.060,7.837,-0.938,,,,,,,,,,,,
5.070,7.689,-0.938,,,,,,,,,,,,
5.080,7.521,-0.938,,,,,,,,,,,,
5.090,7.328,-0.938,,,,,,,,,,,,
5.100,7.110,-0.938,,,,,,,,,,,,
5.110,6.868,-0.937,,,,,,,,,,,,
5.120,6.605,-0.937,,,,,,,,,,,,
5.130,6.326,-0.937,,,,,,,,,,,,
5.140,6.024,-0.936,,,,,,,,,,,,
5.150,5.703,-0.936,,,,,,,,,,,,
5.160,5.365,-0.936,,,,,,,,,,,,
5.170,5.005,-0.936,,,,,,,,,,,,
5.180,4.633,-0.937,,,,,,,,,,,,
5.190,4.243,-0.937,,,,,,,,,,,,
5.200,3.818,-0.936,,,,,,,,,,,,
