Time,Driven Amplitude,Driver Amplitude,Index,Driven Peak Time,Driven Peak Amplitude,Index,Driven Valley Time,Driven Valley Amplitude,Index,Driving Peak Time,Driving Peak Amplitude,Index,Driving Valley Time,Driving Valley Amplitude
4.560,-1.208,-2.067,,,,,,,,,,,,
4.570,-1.206,-2.088,,,,,,,,,,,,
4.580,-1.199,-2.098,,,,,,,,,,,,
4.590,-1.179,-2.096,,,,,,,,,,,,
4.600,-1.147,-2.083,,,,,,,,,,,,
4.610,-1.080,-2.059,,,,,,,,,,,,
4.620,-1.033,-2.023,,,,,,,,,,,,
4.630,-0.977,-1.973,,,,,,,,,,,,
4.640,-0.913,-1.911,,,,,,,,,,,,
4.650,-0.846,-1.839,,,,,,,,,,,,
4.660,-0.769,-1.759,,,,,,,,,,,,
4.670,-0.687,-1.672,,,,,,,,,,,,
4.680,-0.599,-1.579,,,,,,,,,,,,
4.690,-0.512,-1.476,,,,,,,,,,,,
4.700,-0.451,-1.369,,,,,,,,,,,,
4.710,-0.360,-1.258,,,,,,,,,,,,
4.720,-0.265,-1.147,,,,,,,,,,,,
4.730,-0.170,-1.030,,,,,,,,,,,,
4.740,-0.070,-0.914,,,,,,,,,,,,
4.750,0.028,-0.797,,,,,,,,,,,,
4.760,0.126,-0.681,,,,,,,,,,,,
4.770,0.220,-0.566,,,,,,,,,,,,
4.780,0.316,-0.457,,,,,,,,,,,,
4.790,0.405,-0.349,,,,,,,,,,,,
4.800,0.490,-0.245,,,,,,,,,,,,
4.810,0.567,-0.147,,,,,,,,,,,,
4.820,0.642,-0.059,,,,,,,,,,,,
4.830,0.704,0.022,,,,,,,,,,,,
4.840,0.755,0.095,,,,,,,,,,,,
4.850,0.796,0.160,,,,,,,,,,,,
4.860,0.830,0.213,,,,,,,,,,,,
4.870,0.857,0.258,,,,,,,,,,,,
4.880,0.879,0.292,,,,,,,,,,,,
